AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,57,17.3,45.1,5.1,2.6,0.19,54.7,Low,57,33,28,61,176,10,Partial Shade,Clay,7.3,Moderate,Outdoor,Small,Low,Rare,Shade,Banyan
Residential,94,31.3,70.9,9.5,3.2,0.34,50.5,High,15,67,29,60,0,3,Partial Shade,Clay,6.9,Moderate,Indoor,Small,High,Regular,Shade,Ashoka
Rural,91,29.9,61.4,9.1,2.2,0.39,64.5,High,18,63,22,94,400,14,Full Sun,Loamy,7.3,Good,Outdoor,Large,Low,Frequent,Decoration,Neem
Residential,77,24.0,56.2,8.5,3.7,0.31,59.6,Medium,77,39,31,57,143,7,Partial Shade,Sandy,6.4,Good,Balcony,Medium,Medium,Regular,Edible,Guava
Rural,43,13.1,28.2,4.7,0.7,0.18,37.1,Low,100,32,31,60,114,1,Partial Shade,Clay,6.6,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Money Plant
Residential,78,29.9,60.0,7.0,2.5,0.28,64.1,Medium,59,54,27,71,14,8,Full Sun,Loamy,6.7,Good,Outdoor,Large,Medium,Rare,Edible,Mango
Rural,48,18.6,40.4,4.4,2.1,0.14,50.2,Low,50,32,32,76,239,11,Partial Shade,Loamy,7.3,Good,Outdoor,Large,Medium,Regular,Decoration,Coconut
Residential,82,24.8,61.7,8.3,3.0,0.36,62.8,High,5,75,33,65,183,4,Full Sun,Loamy,6.8,Moderate,Indoor,Small,Medium,Regular,Edible,Tulsi
Urban,63,20.2,46.4,4.2,3.6,0.17,52.6,Low,39,38,31,76,174,8,Partial Shade,Loamy,6.8,Moderate,Indoor,Small,Medium,Regular,Edible,Tulsi
Residential,64,26.0,60.5,7.9,2.1,0.22,51.7,Medium,42,50,27,50,45,2,Partial Shade,Loamy,6.4,Good,Indoor,Medium,Low,Regular,Shade,ZZ Plant
Residential,77,29.0,58.6,7.1,2.3,0.35,62.1,High,55,69,31,44,115,12,Full Sun,Loamy,7.3,Good,Outdoor,Large,High,Frequent,Shade,Banyan
Residential,83,28.4,66.6,8.9,3.2,0.31,61.9,High,78,76,30,54,163,10,Full Sun,Clay,6.8,Moderate,Outdoor,Large,High,Frequent,Shade,Peepal
Rural,59,22.7,46.1,6.3,1.8,0.19,51.7,Low,65,42,32,52,92,12,Partial Shade,Loamy,7.2,Moderate,Outdoor,Large,Medium,Regular,Decoration,Peepal
Residential,76,22.5,57.6,7.6,3.0,0.28,39.9,Medium,80,54,16,95,267,1,Full Shade,Sandy,6.6,Good,Indoor,Small,Medium,Frequent,Edible,Peace Lily
Urban,105,32.6,76.8,10.1,3.3,0.35,62.5,High,23,81,22,56,47,9,Full Sun,Clay,7.1,Moderate,Balcony,Medium,High,Regular,Edible,Tulsi
Residential,51,22.7,48.8,3.9,2.0,0.19,50.9,Low,93,32,32,77,266,4,Full Sun,Clay,6.9,Moderate,Balcony,Large,Medium,Rare,Decoration,Coconut
Rural,84,30.2,67.1,8.5,3.6,0.32,65.6,High,13,88,37,47,42,17,Full Sun,Sandy,5.7,Poor,Outdoor,Medium,Medium,Regular,Shade,Peepal
Urban,77,28.9,57.2,8.0,3.9,0.3,50.1,Medium,39,57,33,68,174,0,Partial Shade,Loamy,6.8,Good,Indoor,Small,Low,Regular,Air Purification,Money Plant
Urban,85,29.2,65.8,10.1,3.4,0.36,49.1,High,18,69,28,63,67,10,Partial Shade,Sandy,7.2,Good,Indoor,Large,Low,Regular,Edible,Tulsi
Residential,102,37.9,72.8,10.4,3.6,0.38,57.3,High,8,71,40,74,270,3,Full Sun,Sandy,6.8,Moderate,Indoor,Small,Medium,Rare,Decoration,Peace Lily
Urban,104,35.0,73.5,9.6,4.5,0.4,61.8,High,5,90,25,43,96,0,Full Sun,Clay,7.4,Moderate,Indoor,Medium,Medium,Frequent,Decoration,Bougainvillea
Residential,73,25.2,58.6,7.7,2.6,0.26,56.1,Medium,72,73,20,49,96,0,Full Sun,Loamy,6.8,Moderate,Balcony,Medium,High,Rare,Shade,Neem
Rural,58,19.4,37.6,3.2,2.0,0.23,52.1,Low,84,34,23,58,153,8,Full Sun,Sandy,6.5,Good,Outdoor,Large,High,Regular,Edible,Guava
Residential,50,16.8,37.9,4.9,2.7,0.18,40.5,Low,94,49,32,37,0,3,Full Shade,Sandy,6.6,Good,Indoor,Small,Low,Rare,Air Purification,ZZ Plant
Residential,75,25.9,59.2,7.2,3.0,0.25,50.7,Medium,32,58,27,68,105,5,Full Shade,Clay,6.4,Moderate,Indoor,Medium,Low,Rare,Shade,ZZ Plant
Urban,89,32.3,69.4,8.8,3.1,0.3,51.3,Medium,28,75,28,59,89,6,Partial Shade,Loamy,6.3,Good,Indoor,Large,Medium,Regular,Air Purification,Money Plant
Urban,103,33.3,76.3,10.5,3.8,0.36,58.0,High,5,81,40,48,100,15,Partial Shade,Loamy,6.6,Good,Outdoor,Medium,Low,Rare,Air Purification,Neem
Urban,105,31.2,74.6,10.4,4.2,0.44,53.6,High,12,77,29,67,221,0,Full Shade,Sandy,6.0,Poor,Indoor,Small,High,Regular,Edible,Peace Lily
Residential,74,20.6,64.0,7.6,2.8,0.31,59.0,High,20,67,30,67,129,0,Partial Shade,Loamy,6.5,Good,Balcony,Medium,High,Regular,Shade,Ashoka
Residential,93,29.4,64.7,8.7,3.7,0.36,66.7,High,32,83,26,52,184,12,Partial Shade,Loamy,6.3,Moderate,Balcony,Large,Low,Regular,Shade,Banyan
Residential,66,25.5,50.1,7.3,2.5,0.2,55.8,Low,58,50,29,35,108,19,Full Sun,Loamy,7.1,Good,Balcony,Small,Medium,Regular,Shade,Neem
Urban,105,38.5,80.2,10.2,4.6,0.4,64.2,High,29,94,36,87,299,5,Partial Shade,Loamy,6.9,Good,Indoor,Medium,Medium,Rare,Decoration,Peace Lily
Urban,105,32.2,70.6,10.5,3.8,0.39,52.0,High,6,74,31,42,0,5,Full Shade,Clay,6.9,Moderate,Indoor,Small,Medium,Regular,Shade,Snake Plant
Rural,80,30.8,54.2,8.8,2.7,0.37,64.7,High,5,81,30,86,210,8,Full Sun,Loamy,6.7,Moderate,Balcony,Medium,High,Frequent,Decoration,Ashoka
Rural,58,20.4,41.9,6.8,2.9,0.24,44.7,Medium,37,44,28,66,167,16,Full Shade,Loamy,6.1,Good,Outdoor,Small,Medium,Regular,Air Purification,Areca Palm
Urban,105,37.0,73.1,11.0,3.9,0.38,58.2,High,21,74,27,40,69,0,Partial Shade,Loamy,6.8,Good,Indoor,Medium,Low,Regular,Shade,Snake Plant
Rural,34,15.1,38.9,2.9,2.5,0.09,57.1,Low,61,53,39,85,225,14,Full Sun,Sandy,6.3,Good,Balcony,Small,Low,Regular,Edible,Coconut
Urban,84,27.9,60.6,7.7,3.2,0.3,55.8,Medium,20,64,32,70,141,7,Partial Shade,Clay,7.1,Moderate,Indoor,Large,Medium,Rare,Edible,Tulsi
Urban,72,25.8,52.7,7.9,3.5,0.19,41.8,Low,79,31,28,59,60,0,Partial Shade,Loamy,6.5,Good,Indoor,Small,Low,Rare,Decoration,ZZ Plant
Urban,104,29.6,70.8,10.5,3.7,0.39,51.2,High,5,72,32,51,0,4,Full Sun,Loamy,7.1,Moderate,Indoor,Medium,Low,Rare,Shade,Neem
Urban,96,34.4,76.9,10.3,4.9,0.38,51.5,High,67,98,31,45,0,8,Partial Shade,Loamy,6.9,Good,Indoor,Small,Medium,Regular,Air Purification,Money Plant
Urban,105,34.5,78.6,10.7,4.0,0.32,71.4,High,5,80,29,46,58,9,Full Sun,Clay,7.3,Moderate,Outdoor,Medium,High,Frequent,Edible,Mango
Rural,40,19.7,38.0,3.9,2.3,0.11,45.5,Low,74,43,22,85,379,0,Partial Shade,Loamy,5.7,Good,Indoor,Small,High,Frequent,Shade,Peace Lily
Rural,68,21.6,54.5,8.5,1.7,0.3,56.4,Medium,82,49,16,68,163,4,Partial Shade,Sandy,6.8,Moderate,Outdoor,Large,High,Regular,Shade,Banyan
Rural,69,21.0,53.8,6.2,2.1,0.23,51.5,Medium,37,58,25,73,207,5,Partial Shade,Clay,7.1,Good,Indoor,Small,Medium,Regular,Edible,Tulsi
Residential,75,26.7,54.5,7.1,2.3,0.26,63.8,Medium,44,45,41,52,144,14,Full Sun,Clay,6.8,Moderate,Outdoor,Medium,Medium,Regular,Shade,Banyan
Rural,54,17.3,45.7,5.1,2.2,0.15,54.1,Low,83,44,27,77,311,4,Full Shade,Sandy,6.7,Moderate,Outdoor,Large,Medium,Regular,Shade,Coconut
Rural,53,22.1,40.5,5.2,1.7,0.13,39.9,Low,75,28,28,49,183,4,Partial Shade,Sandy,5.6,Moderate,Indoor,Large,High,Frequent,Air Purification,Peace Lily
Urban,69,28.9,58.1,7.3,2.7,0.27,48.5,Medium,47,81,33,30,0,0,Partial Shade,Sandy,6.3,Good,Indoor,Large,Low,Regular,Edible,Aloe Vera
Urban,99,34.4,71.9,10.7,3.4,0.32,52.5,High,30,80,31,36,119,0,Partial Shade,Loamy,6.5,Moderate,Indoor,Small,Low,Rare,Shade,Snake Plant
Rural,53,19.6,38.5,4.7,1.0,0.23,50.9,Low,80,10,36,95,224,9,Partial Shade,Clay,6.5,Moderate,Balcony,Small,Medium,Frequent,Air Purification,Areca Palm
Residential,88,31.2,69.2,9.9,3.1,0.32,66.1,High,17,63,30,84,250,7,Full Sun,Clay,6.5,Poor,Outdoor,Medium,Medium,Rare,Air Purification,Bamboo
Urban,85,28.3,57.7,6.9,3.9,0.31,61.0,Medium,58,68,36,69,137,7,Full Sun,Loamy,6.5,Good,Balcony,Medium,Low,Rare,Shade,Banyan
Residential,67,21.7,43.3,5.1,2.5,0.14,41.2,Low,52,29,26,46,56,2,Full Shade,Clay,7.5,Poor,Indoor,Large,Medium,Frequent,Decoration,ZZ Plant
Residential,75,23.7,62.7,7.4,2.2,0.24,54.9,Medium,48,81,31,43,86,9,Partial Shade,Clay,6.8,Good,Outdoor,Large,Medium,Frequent,Air Purification,Neem
Urban,101,33.5,69.5,8.9,3.4,0.38,67.9,High,12,77,28,64,138,9,Full Sun,Loamy,5.8,Good,Outdoor,Medium,Medium,Frequent,Shade,Banyan
Residential,58,18.7,49.0,4.0,2.0,0.19,42.7,Low,41,57,33,65,187,10,Partial Shade,Clay,7.3,Moderate,Indoor,Small,Low,Rare,Air Purification,Snake Plant
Residential,83,31.8,60.0,9.6,2.5,0.29,57.6,Medium,56,67,29,79,306,9,Partial Shade,Clay,7.0,Poor,Balcony,Small,High,Regular,Decoration,Ashoka
Urban,105,35.3,75.7,10.2,3.6,0.37,56.4,Medium,30,72,30,39,144,1,Partial Shade,Clay,7.5,Moderate,Indoor,Small,Medium,Regular,Air Purification,Snake Plant
Residential,99,33.5,70.4,9.8,3.5,0.4,58.3,High,6,71,28,74,285,14,Partial Shade,Loamy,6.2,Poor,Outdoor,Large,Medium,Frequent,Decoration,Peace Lily
Urban,81,26.4,58.4,7.9,2.6,0.3,62.7,Medium,36,68,40,46,0,0,Full Sun,Loamy,7.4,Good,Indoor,Small,Low,Regular,Shade,Neem
Rural,68,27.4,46.5,7.3,2.7,0.31,61.1,Medium,53,50,29,89,241,10,Full Sun,Clay,7.3,Moderate,Outdoor,Large,Medium,Frequent,Decoration,Coconut
Urban,85,30.5,67.8,9.1,3.5,0.34,66.3,Medium,5,76,34,61,78,8,Full Sun,Sandy,5.9,Good,Outdoor,Medium,Low,Rare,Edible,Guava
Urban,87,30.9,68.9,9.9,3.1,0.37,58.3,High,44,83,27,66,190,0,Partial Shade,Clay,6.6,Moderate,Indoor,Medium,High,Regular,Edible,Tulsi
Rural,41,14.7,37.6,1.6,1.9,0.15,50.2,Low,82,18,27,65,67,13,Partial Shade,Sandy,6.5,Good,Outdoor,Medium,Medium,Frequent,Decoration,Ashoka
Residential,76,24.1,59.6,6.7,3.2,0.3,52.6,Medium,47,62,28,55,161,8,Full Shade,Clay,7.2,Poor,Balcony,Medium,High,Regular,Decoration,Ashoka
Rural,39,17.2,37.1,4.7,1.6,0.16,42.6,Low,60,46,25,61,219,9,Partial Shade,Loamy,7.2,Good,Outdoor,Large,Medium,Frequent,Air Purification,Banyan
Urban,105,34.7,72.4,10.1,3.7,0.39,49.8,High,5,67,34,48,0,6,Partial Shade,Sandy,7.0,Good,Indoor,Small,Low,Rare,Shade,Snake Plant
Residential,83,34.2,67.3,8.9,2.3,0.31,61.7,High,30,78,31,43,87,7,Full Sun,Loamy,6.9,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Neem
Rural,82,33.1,67.1,8.6,2.2,0.34,63.2,High,27,73,35,51,168,13,Partial Shade,Loamy,6.9,Good,Balcony,Small,Medium,Frequent,Shade,Peepal
Residential,85,33.6,64.2,10.1,3.2,0.32,53.2,High,15,52,29,41,24,0,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Low,Regular,Shade,ZZ Plant
Rural,84,25.4,62.0,9.4,2.9,0.31,58.2,High,28,81,21,40,17,17,Partial Shade,Clay,7.0,Moderate,Outdoor,Small,Low,Regular,Decoration,ZZ Plant
Urban,105,37.1,86.9,10.6,5.2,0.44,49.5,High,5,84,29,64,140,3,Full Shade,Clay,7.2,Moderate,Indoor,Small,Medium,Frequent,Edible,Tulsi
Residential,80,24.1,62.9,7.2,3.4,0.34,58.3,Medium,56,48,20,46,189,18,Partial Shade,Loamy,6.9,Good,Outdoor,Large,Medium,Regular,Edible,Guava
Urban,62,23.8,46.2,5.6,3.6,0.24,42.5,Low,61,33,37,52,49,0,Partial Shade,Loamy,6.5,Good,Indoor,Medium,Low,Regular,Air Purification,ZZ Plant
Urban,105,32.7,71.3,10.9,4.4,0.4,56.9,High,20,78,28,25,0,0,Full Shade,Sandy,5.7,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Rural,67,22.6,52.3,6.4,1.9,0.23,58.2,Medium,59,52,29,63,185,10,Full Sun,Sandy,5.7,Moderate,Outdoor,Large,Low,Regular,Shade,Banyan
Urban,55,19.6,45.4,5.2,2.9,0.16,56.7,Low,94,36,34,83,239,1,Partial Shade,Clay,6.9,Poor,Indoor,Medium,Medium,Frequent,Decoration,Peace Lily
Residential,69,23.9,59.0,5.7,2.7,0.27,58.6,Medium,60,58,31,53,84,11,Full Sun,Sandy,6.1,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Rural,51,21.5,39.5,5.9,1.9,0.15,59.9,Low,62,33,20,77,301,15,Full Sun,Clay,5.8,Moderate,Outdoor,Large,Medium,Frequent,Decoration,Coconut
Residential,81,21.9,64.2,9.4,3.7,0.32,60.2,High,47,54,34,66,189,11,Partial Shade,Loamy,6.3,Poor,Outdoor,Medium,High,Regular,Air Purification,Bamboo
Residential,86,28.5,62.8,9.0,2.7,0.27,54.5,High,26,63,26,41,117,10,Partial Shade,Loamy,7.4,Good,Outdoor,Small,Medium,Frequent,Air Purification,Neem
Residential,49,20.6,50.7,4.8,3.1,0.19,48.4,Low,90,10,20,71,251,16,Partial Shade,Sandy,5.6,Moderate,Outdoor,Medium,High,Frequent,Shade,Bamboo
Urban,67,21.2,54.4,7.1,2.7,0.16,68.6,Low,93,30,26,63,34,20,Full Sun,Loamy,7.2,Good,Outdoor,Medium,Medium,Frequent,Edible,Mango
Residential,81,28.8,56.8,7.8,2.8,0.3,49.0,Medium,49,48,20,76,185,0,Full Shade,Sandy,6.3,Poor,Indoor,Small,Low,Rare,Shade,ZZ Plant
Urban,105,36.1,80.6,11.5,3.7,0.41,57.8,High,5,82,23,65,68,1,Partial Shade,Clay,6.6,Moderate,Indoor,Medium,Low,Frequent,Decoration,ZZ Plant
Urban,83,29.2,63.4,7.8,3.0,0.29,55.4,Medium,23,62,30,68,7,1,Full Shade,Loamy,6.7,Good,Indoor,Small,High,Frequent,Edible,Tulsi
Urban,105,30.3,70.9,10.6,4.0,0.4,54.2,High,19,79,25,95,267,2,Partial Shade,Loamy,6.9,Good,Indoor,Medium,High,Rare,Air Purification,Peace Lily
Urban,104,28.3,71.9,10.3,3.5,0.39,56.6,High,24,69,28,74,178,9,Partial Shade,Clay,7.7,Moderate,Indoor,Small,Medium,Frequent,Air Purification,Peace Lily
Rural,69,24.5,50.6,6.2,3.0,0.24,55.8,Medium,7,68,35,49,114,13,Partial Shade,Clay,6.3,Moderate,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Urban,64,20.9,49.3,5.4,2.1,0.25,45.4,Low,63,30,35,45,80,1,Partial Shade,Loamy,6.8,Good,Indoor,Small,Low,Rare,Shade,Snake Plant
Residential,62,19.9,45.5,8.2,2.6,0.25,60.3,Medium,66,31,23,32,106,8,Full Sun,Clay,6.5,Moderate,Balcony,Medium,Low,Regular,Shade,Peepal
Rural,32,12.4,31.7,2.8,1.8,0.13,51.3,Low,73,32,30,71,206,14,Full Sun,Loamy,6.5,Good,Outdoor,Large,High,Regular,Shade,Banyan
Urban,105,33.0,72.9,10.3,3.5,0.37,64.9,High,12,89,37,76,98,3,Full Sun,Loamy,7.0,Moderate,Indoor,Small,Low,Rare,Shade,Snake Plant
Urban,89,31.8,62.1,9.0,4.3,0.33,56.7,Medium,21,65,29,40,115,11,Partial Shade,Loamy,6.2,Good,Balcony,Small,Low,Regular,Air Purification,Snake Plant
Residential,63,20.5,55.7,6.5,1.8,0.21,54.8,Low,49,43,28,50,33,12,Full Sun,Sandy,5.7,Good,Outdoor,Large,Medium,Frequent,Edible,Mango
Residential,96,29.9,75.9,9.0,2.9,0.32,65.1,High,5,67,29,69,275,9,Partial Shade,Clay,6.3,Poor,Balcony,Large,Medium,Regular,Shade,Bamboo
Residential,66,24.3,51.9,8.1,1.8,0.23,52.5,Medium,50,58,31,51,191,8,Full Sun,Clay,6.7,Good,Outdoor,Medium,Low,Regular,Edible,Guava
Rural,49,14.2,35.8,5.0,1.9,0.19,55.3,Low,75,15,22,69,145,16,Full Sun,Sandy,6.4,Moderate,Outdoor,Large,Low,Regular,Shade,Peepal
Urban,75,27.2,62.9,8.2,3.6,0.26,59.0,Medium,68,56,28,36,1,0,Partial Shade,Sandy,6.2,Good,Indoor,Large,Medium,Regular,Shade,Snake Plant
Residential,91,32.0,75.1,10.8,3.6,0.36,64.2,High,41,80,25,68,335,8,Full Sun,Loamy,6.3,Good,Outdoor,Medium,Medium,Regular,Air Purification,Bamboo
Urban,64,28.7,53.6,4.5,3.1,0.24,47.3,Medium,52,62,29,45,39,0,Full Sun,Sandy,6.9,Moderate,Indoor,Medium,Medium,Frequent,Air Purification,Tulsi
Urban,87,27.6,60.8,10.1,3.9,0.36,62.2,High,50,70,32,68,240,2,Full Sun,Sandy,7.1,Good,Balcony,Medium,Low,Rare,Shade,Neem
Rural,58,24.9,42.5,6.4,1.6,0.2,47.0,Medium,54,71,29,62,300,9,Full Sun,Loamy,7.3,Good,Balcony,Small,Medium,Regular,Decoration,Ashoka
Urban,78,24.4,55.8,8.0,3.9,0.29,55.5,Medium,34,62,34,53,0,0,Partial Shade,Sandy,6.4,Good,Indoor,Large,Medium,Regular,Shade,Ashoka
Rural,56,27.8,49.7,4.3,1.8,0.21,56.2,Low,69,52,29,71,370,14,Full Sun,Clay,7.2,Moderate,Outdoor,Small,Medium,Regular,Edible,Coconut
Urban,101,36.1,75.2,11.5,4.0,0.38,71.4,High,31,85,34,62,50,18,Full Sun,Clay,6.5,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Peepal
Residential,83,26.6,71.8,9.7,2.5,0.32,56.5,High,42,99,27,93,325,5,Partial Shade,Loamy,6.9,Poor,Balcony,Small,High,Regular,Air Purification,Areca Palm
Residential,77,27.5,58.1,5.4,3.0,0.28,53.5,Medium,39,65,30,95,130,8,Partial Shade,Loamy,7.0,Good,Indoor,Small,Low,Regular,Edible,Tulsi
Rural,81,28.1,72.3,8.8,3.2,0.33,50.2,High,28,82,25,39,126,7,Partial Shade,Loamy,7.2,Good,Outdoor,Small,Medium,Rare,Edible,Mango
Residential,58,24.2,56.3,5.4,1.5,0.2,59.5,Medium,58,69,29,62,11,7,Full Sun,Loamy,6.6,Good,Outdoor,Large,Medium,Regular,Shade,Banyan
Rural,48,18.2,45.1,4.3,1.9,0.18,57.0,Low,74,45,27,63,114,15,Full Sun,Loamy,7.5,Moderate,Outdoor,Large,Medium,Frequent,Shade,Peepal
Rural,47,15.3,40.7,4.1,1.5,0.16,46.3,Low,85,16,29,61,207,6,Partial Shade,Sandy,6.4,Good,Indoor,Medium,High,Frequent,Shade,Bamboo
Residential,66,24.5,57.5,6.8,2.7,0.25,52.6,Medium,46,64,21,77,227,6,Full Shade,Loamy,6.9,Good,Balcony,Large,Medium,Rare,Shade,Banyan
Urban,67,26.2,41.6,6.4,2.8,0.23,60.1,Low,71,17,28,77,143,0,Full Sun,Loamy,6.7,Good,Indoor,Small,Medium,Regular,Edible,Guava
Rural,47,17.7,36.3,3.1,1.2,0.19,60.5,Low,63,42,30,32,219,9,Full Sun,Sandy,6.5,Poor,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,91,32.8,68.1,8.8,3.1,0.34,63.5,High,5,98,32,29,34,11,Full Sun,Loamy,6.9,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Rural,39,13.8,40.1,4.4,1.8,0.13,45.4,Low,66,10,25,67,195,15,Partial Shade,Loamy,6.2,Poor,Indoor,Small,Medium,Rare,Air Purification,Areca Palm
Residential,66,21.5,53.2,8.0,3.4,0.27,57.7,Medium,33,35,30,54,231,11,Partial Shade,Clay,7.0,Good,Outdoor,Medium,Medium,Regular,Air Purification,Ashoka
Residential,68,24.3,51.7,8.8,2.4,0.31,58.5,High,20,44,21,58,8,0,Partial Shade,Clay,6.4,Good,Indoor,Small,Medium,Rare,Air Purification,Snake Plant
Urban,105,38.2,75.5,11.8,4.0,0.38,62.7,High,10,68,27,60,55,1,Full Sun,Sandy,6.6,Good,Indoor,Small,Medium,Rare,Shade,Snake Plant
Residential,68,18.8,50.4,6.0,2.1,0.25,39.6,Medium,32,18,20,66,99,4,Full Shade,Loamy,7.0,Moderate,Indoor,Large,Medium,Rare,Shade,Snake Plant
Urban,86,27.9,65.0,9.4,3.8,0.33,51.6,Medium,45,86,32,63,122,2,Partial Shade,Loamy,6.6,Good,Indoor,Small,Low,Rare,Decoration,Snake Plant
Urban,77,30.9,59.7,9.8,3.3,0.32,48.4,High,39,89,28,72,174,0,Full Shade,Loamy,6.6,Poor,Indoor,Small,Medium,Regular,Edible,Tulsi
Residential,105,33.9,70.8,10.8,4.0,0.37,52.1,High,15,86,27,79,165,4,Full Shade,Sandy,6.7,Good,Indoor,Small,Medium,Regular,Shade,Money Plant
Urban,88,27.6,60.4,8.9,3.2,0.34,73.4,High,21,79,25,67,160,11,Full Sun,Loamy,6.6,Good,Outdoor,Large,Medium,Rare,Air Purification,Peepal
Urban,83,24.7,62.0,10.1,3.1,0.31,56.5,Medium,57,40,32,63,107,7,Partial Shade,Sandy,5.6,Poor,Balcony,Medium,High,Frequent,Decoration,Areca Palm
Rural,77,24.4,61.5,9.5,3.2,0.34,64.3,High,9,69,31,48,223,10,Full Sun,Loamy,6.2,Good,Outdoor,Large,High,Frequent,Decoration,Bougainvillea
Urban,102,29.3,77.4,11.2,4.1,0.38,57.5,High,25,69,33,71,74,2,Full Sun,Loamy,6.2,Moderate,Indoor,Large,Low,Rare,Edible,Mango
Rural,54,23.5,44.0,6.3,2.5,0.21,42.7,Low,78,17,24,65,164,0,Full Shade,Sandy,6.1,Moderate,Indoor,Medium,Medium,Frequent,Air Purification,Areca Palm
Rural,84,27.4,60.4,9.3,3.1,0.34,65.1,High,9,72,29,95,246,6,Full Sun,Clay,7.4,Good,Outdoor,Medium,Medium,Regular,Edible,Guava
Residential,73,24.8,55.7,7.0,2.5,0.28,54.7,Medium,52,54,22,58,146,19,Partial Shade,Clay,7.1,Good,Outdoor,Large,Low,Rare,Shade,Peepal
Residential,52,18.6,44.4,5.2,1.7,0.2,51.4,Low,45,46,31,73,303,13,Partial Shade,Sandy,6.4,Good,Outdoor,Medium,Low,Rare,Edible,Coconut
Urban,99,27.3,64.9,10.2,3.9,0.38,53.7,High,32,76,34,73,138,0,Full Sun,Loamy,6.8,Moderate,Indoor,Medium,High,Frequent,Edible,Tulsi
Rural,46,20.0,46.7,4.1,1.0,0.16,51.9,Low,63,54,24,28,38,17,Partial Shade,Clay,7.0,Poor,Outdoor,Large,High,Regular,Decoration,Bougainvillea
Residential,77,25.3,58.2,9.1,3.1,0.31,65.6,Medium,39,51,28,41,43,4,Full Sun,Loamy,6.8,Good,Balcony,Small,Low,Regular,Edible,Tulsi
Rural,79,27.4,61.5,7.5,2.4,0.34,55.8,High,5,53,27,50,65,7,Partial Shade,Sandy,5.9,Good,Outdoor,Small,Medium,Rare,Air Purification,Neem
Urban,91,26.2,68.1,9.3,3.1,0.35,46.9,Medium,45,78,33,66,104,9,Partial Shade,Loamy,7.3,Moderate,Indoor,Medium,Medium,Frequent,Shade,Ashoka
Urban,90,25.3,68.7,9.2,3.7,0.34,52.7,High,51,100,23,62,0,0,Partial Shade,Loamy,6.0,Moderate,Indoor,Small,Medium,Regular,Shade,Money Plant
Rural,51,20.4,54.0,5.8,2.2,0.18,55.1,Medium,51,59,30,41,186,14,Full Sun,Sandy,6.5,Good,Outdoor,Large,Medium,Frequent,Air Purification,Mango
Urban,75,24.9,69.3,6.3,3.5,0.31,48.6,Medium,44,51,31,79,153,0,Partial Shade,Sandy,7.0,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Rural,100,35.1,65.9,9.8,3.9,0.39,66.0,High,5,77,25,87,391,14,Partial Shade,Loamy,7.2,Moderate,Outdoor,Medium,Low,Rare,Decoration,Ashoka
Rural,43,15.7,40.9,4.2,2.1,0.18,52.9,Low,56,15,38,41,0,11,Full Sun,Loamy,5.7,Good,Outdoor,Large,Medium,Frequent,Shade,Banyan
Rural,71,25.1,58.9,6.2,2.5,0.22,63.7,Medium,57,41,28,86,317,12,Full Sun,Loamy,6.5,Moderate,Outdoor,Large,High,Rare,Edible,Mango
Residential,74,22.5,57.5,5.7,2.6,0.27,46.4,Medium,67,41,31,69,0,10,Partial Shade,Loamy,7.1,Good,Balcony,Large,Medium,Regular,Decoration,Ashoka
Urban,76,28.6,57.1,7.2,3.3,0.28,51.0,Medium,45,52,30,84,168,0,Partial Shade,Sandy,6.7,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,87,26.5,61.7,8.9,2.6,0.38,55.6,High,36,48,31,34,88,11,Partial Shade,Loamy,5.8,Good,Outdoor,Medium,High,Frequent,Edible,Mango
Urban,97,33.0,63.3,10.5,4.4,0.38,61.1,High,17,82,34,65,196,5,Partial Shade,Loamy,6.7,Moderate,Indoor,Large,Medium,Frequent,Shade,Ashoka
Urban,74,26.1,59.5,6.5,3.7,0.28,46.0,Medium,64,59,32,64,268,4,Full Shade,Clay,6.6,Moderate,Indoor,Medium,High,Regular,Air Purification,Areca Palm
Rural,78,25.6,63.2,8.6,2.9,0.32,55.1,High,24,60,16,42,50,11,Partial Shade,Loamy,7.3,Good,Outdoor,Medium,Low,Rare,Decoration,Neem
Urban,102,32.8,67.7,10.0,5.0,0.41,59.1,High,35,87,36,61,129,0,Partial Shade,Clay,6.9,Moderate,Indoor,Small,Medium,Rare,Decoration,Spider Plant
Residential,80,27.2,58.4,6.1,2.9,0.27,40.0,Medium,55,55,24,47,35,0,Full Shade,Clay,7.5,Good,Indoor,Large,Medium,Rare,Edible,ZZ Plant
